song_id,tempo,energy,valence,danceability,mood
happy_track1,118.89919729354696,0.8002143694613524,0.9317346299018212,0.6880146505668645,Happy
happy_track2,103.8337581287009,0.8087556977146064,0.7193065237095219,0.6626590962685373,Happy
happy_track3,111.46039690611303,0.8373896782747191,0.9213869849145161,0.7550537290696133,Happy
happy_track4,106.54723481821897,0.8612814228143946,0.9417966193480682,0.667589041342826,Happy
happy_track5,110.5458713740545,0.9958675794490784,0.7484721525754665,0.7048282043598489,Happy
happy_track6,110.15374685152292,0.878233895175524,0.9311811330827212,0.7427489434071399,Happy
happy_track7,127.72651365528435,0.7430387021465606,0.976705505692306,0.8766560313385185,Happy
happy_track8,128.72146614705164,0.8346787591238395,0.8622431601629011,0.654371933651894,Happy
happy_track9,131.80938032062002,0.9326963726130066,0.7804917462261713,0.6850457855152847,Happy
happy_track10,133.49331878259204,0.8606324973686656,0.9477896906486061,0.8230016730236512,Happy
happy_track11,101.21505222840388,0.9644512445279991,0.8526742907623271,0.7513971590847688,Happy
happy_track12,118.39009380850482,0.9566279114104903,0.8131278682699379,0.8431188851844591,Happy
happy_track13,110.12477004902478,0.8601910148196399,0.8814377915197066,0.7830321178465508,Happy
happy_track14,120.51678459938583,0.7872491144189284,0.828480331963583,0.7277750741575375,Happy
happy_track15,115.61566167277341,0.8354655174810741,0.9571255294700975,0.7411682257565535,Happy
happy_track16,114.14565346184898,0.9450215630419022,0.740789510705895,0.769155124578299,Happy
happy_track17,124.36437595138075,0.8800061414778645,0.8161906687609447,0.882147973453212,Happy
happy_track18,125.81745213477015,0.7582012718633245,0.8898884805367554,0.7680661600854823,Happy
happy_track19,135.88504672840412,0.7955395867605183,0.717081763251131,0.6706890596677384,Happy
happy_track20,123.31777915437961,0.7260898272798791,0.9663200680783977,0.6229933389181707,Happy
happy_track21,106.35180165038597,0.9786464376978834,0.8282438561655285,0.7797407355773806,Happy
happy_track22,124.60656323695966,0.9622992801645447,0.7791055799750014,0.6465369684552839,Happy
happy_track23,117.57247457872386,0.8441386336494802,0.7277708903604135,0.6480760634523762,Happy
happy_track24,107.3802601687562,0.8832576823216031,0.9005932843849835,0.6686386540479488,Happy
happy_track25,102.97398895964615,0.880687838283235,0.9919254295457447,0.7422919043154481,Happy
happy_track26,103.72808667455257,0.880403306707066,0.7708252869193136,0.6990417605176644,Happy
happy_track27,128.61834969820814,0.8605893181482701,0.9860826385562929,0.6024617424140895,Happy
happy_track28,118.60683275864083,0.8493536726962785,0.9561928598666145,0.816172569417885,Happy
happy_track29,117.00975394326107,0.7015315175575731,0.7574879580179269,0.6106917507812222,Happy
happy_track30,139.77446140150488,0.8187260991558203,0.8126306751187224,0.8678870709275064,Happy
happy_track31,117.09567351395127,0.7257578514845345,0.8802804009780801,0.8830770030306121,Happy
happy_track32,105.260189753106,0.7164083769768886,0.8991464515799448,0.8687181303980138,Happy
happy_track33,138.73056483156822,0.8454763302031769,0.9922855843939475,0.8675343483960003,Happy
happy_track34,135.15516770584932,0.7626681717485758,0.8582461674765693,0.8692590678418639,Happy
happy_track35,133.39898633136866,0.8589963634946602,0.7902911269469168,0.7147269163195348,Happy
happy_track36,117.27002728134013,0.8186427737546755,0.7567873306078164,0.6838608184195738,Happy
happy_track37,126.3282743211483,0.8864949350522647,0.9183661819996483,0.6405900834107803,Happy
happy_track38,100.84078390689453,0.9910141443948405,0.7923540606833768,0.7078121568220184,Happy
happy_track39,115.20795918831098,0.9894050789978036,0.8718289261464091,0.8554209852322234,Happy
happy_track40,122.93029689525207,0.8773982547474196,0.9679684564704614,0.8411997988434478,Happy
happy_track41,101.90740483395889,0.7862093948484712,0.9680837205242554,0.7529298508427121,Happy
happy_track42,119.24363811236813,0.9864206133996054,0.8912108474324355,0.7929242173142853,Happy
happy_track43,125.60987801100217,0.7809133301266094,0.8610838256450938,0.8496504720799948,Happy
happy_track44,119.6088167918976,0.9213137100919004,0.9087666795362395,0.8286625960764769,Happy
happy_track45,117.38760417797481,0.9517306296951842,0.7964398689643314,0.6621623151875764,Happy
happy_track46,117.68414229890342,0.9794225694370271,0.8729969534975094,0.829309038910286,Happy
happy_track47,135.34500499867818,0.9526502852823557,0.8455120737654529,0.862949174679948,Happy
happy_track48,136.65559383035696,0.7928710320310701,0.7137817080426334,0.7917666027622215,Happy
happy_track49,129.0929218856544,0.8843292868322982,0.7499661445973729,0.7362381373893376,Happy
happy_track50,100.86469547873328,0.7897586969973885,0.8668893734307839,0.6629940127452114,Happy
sad_track1,79.05422913505134,0.25277965073864794,0.3016537018062253,0.37909810265361654,Sad
sad_track2,73.50875096119613,0.38307164059131305,0.014783842385986247,0.3602358504825422,Sad
sad_track3,98.04714768242232,0.38170667104206746,0.36354658210670676,0.3849217245156862,Sad
sad_track4,96.9594248666941,0.49660548879700867,0.2808085996444395,0.23102141529273826,Sad
sad_track5,69.69289507814244,0.3005039519714238,0.37618230241066053,0.4556419878374333,Sad
